id,text
231,🎉巨資學院10週年｜院長交接典禮暨院友會成立大會圓滿落幕🎉 本校巨量資料管理學院於114年6月28日，在城中校區游藝廣場舉行新舊院長交接儀式與院友會成立大會暨第1屆院友會會員大會。 巨資學院邁入第10年，一路走來，致力於推動跨域學程、強化資料科學與AI人才培育，深化智慧創新與產學合作，並於113學年度設立「智慧創新AI學習中心」，積極打造AI應用實作場域，成為引領未來的學習基地。 同時，學院也正積極規劃新增第二個新學系，拓展教育量能，為AI時代培育更多優秀人才。 活動現場，桃園市長暨本院榮譽院長張善政特別致賀，肯定巨資學院十年有成，並持續捐贈「文華獎學金」，鼓勵學生學有所成、貢獻社會，展現他對AI教育與青年人才的長期關注與支持。 在詹乾隆校長親臨主持監交下，於謝蕎卉社會資源長、校友總會劉詩聖顧問、巨資學院教職同仁及超過70位熱情院友、共計百餘位與會者的共同見證中，新任院長金凱儀教授正式從許晋雄院長手中接下印信，象徵AI教育使命的延續與創新。 詹校長在致詞中，高度肯定許院長任內對學院的深厚貢獻，帶領學院穩健成長、奠定基礎，也殷切期許金院長能接棒帶領團隊再創高峰，引領學院邁向新時代的卓越發展。 此外，第1屆院友會也正式成立，由106級戴師勇校友擔任首任會長，未來將攜手校友、師長與業界夥伴，推動資源連結與AI產業交流，共創巨資下一個十年的亮眼成就！ #東吳大學 #巨資學院 #資料科學系 #巨資十年 #院友會成立大會 #巨資學院第一屆院友會會長106級戴師勇 #AI人才培育 #智慧創新AI學習中心 #跨域學程 #新學系 #張善政市長 #文華獎學金 #教育傳承
232,"恭賀 🎉巨資學院資料科學系楊沛潔同學獲得
【國科會113年度 大專學生研究計畫研究創作獎】
指導教授：呂明頴
計畫名稱：以沈浸式虛擬實境進行年長者交通安全宣導之研究:不同聽覺音效的干擾效果
巨資學院全體師生同賀
#東吳大學 #巨資學院 #資料科學系 #大專學生研究計畫研究創作獎 #呂明頴老師"
233,"Photo by 東吳大學資料科學系 on July 05, 2025."
234,"恭賀 🎉巨資學院資料科學系金凱儀老師
獲得本校【114學年度教學及特殊優秀人才獎勵】
巨資學院全體師生同賀
#東吳大學 #巨資學院 #資料科學系 #績優老師 #教學及特殊優秀人才獎勵 #金凱儀老師"
235,"Photo by 東吳大學資料科學系 on July 01, 2025."
236,"🗣️當語言成為資料，AI能解讀人類？
在東吳資料科學系吳政隆老師的 NLP 實驗室，運用自然語言處理技術，讓機器學會分析社群對話、法律文字、甚至情感與語氣。
👉 你最想知道AI能解讀哪一類「真實語言」呢？
歡迎留言：
💬 社群平台留言
📄 政策/法律文件
📝 聊天記錄
🗂️ 論文或新聞？
#東吳大學 #巨資學院 #資料科學系 #自然語言處理 #AI #社群分析 #文本探勘 #語意分析 #NLP"
237,"👩‍⚕️ 在東吳大學資料科學系丁德天老師的「社會與醫學大數據實驗室」，我們用資料科學連結高齡健康、青少年行為、精神健康與社會網絡，探索預防醫學的更多可能。
🔎 你對哪一個議題最感興趣？
1️⃣ 青少年心理與健康
2️⃣ 長者照護與預防醫學
3️⃣ 精神健康與成癮行為
💬 留言說說你的想法～
#東吳大學 #巨資學院 #資料科學系 #預防醫學 #社會健康 #高齡照護 #健康行為 #公共健康"
238,"Photo by 東吳大學資料科學系 on June 22, 2025."
239,"🌱 你知道雲端與物聯網，不只影響生活，也能影響「永續發展」嗎？
在東吳資料科學系的「普及運算暨環境網路實驗室」，我們從供應鏈管理、碳權交易，到區塊鏈與資安技術，用資料科學串起未來社會的智慧基礎！
哪一項技術你最想深入了解？
☁️ 雲端運算
🌐 物聯網
🔗 區塊鏈
📈 碳權交易
請在留言區告訴我們 ⬇️
#東吳大學 #巨資學院 #資料科學系 #智慧永續 #環境科技"
240,"🎉 錄取東吳資料科學系的你，恭喜升級成功！
現在請穿好裝備，準備進入——資料戰場第一線🔥
🎥 你將成為： ✅ 拿程式當武器的資料鬥士
✅ 一邊分析數據一邊打Boss的學術勇者
✅ 東吳資科系的最新神秘兵器（誤）
先來觀賞我們AI協力生成的兩部微電影，暖身一下👇
（對，我們不只用AI學習，還拿它來拍片）
🎬【AI微電影①】《光與數據之戰：魔龍降臨》
👉https://youtu.be/60k7diUiQt4
🎬【AI微電影②】《光與數據之戰：決戰巨石王》
👉https://youtu.be/ldtcTHr37Ww
這兩部片不只是熱血打怪，更是你未來學習與成長的平行宇宙投影。
資科系學長姐說：
「我們不是在念書，我們是在打造自己的未來宇宙。」🪐
#東吳大學 #巨資學院 #資料科學系 #AI #人工智慧 #AI微電影 #大學新生歡迎你 #資科系打怪日常 #我們資科系相見"
241,"🎉感謝所有參與東吳資科系申請入學甄試的同學與家長💖
統一分發名單6/12已公布，我們還是想在此誠摯說聲：謝謝你們的信任與支持！
東吳大學資料科學系已連續兩年申請入學全數滿招，今年迎來65位優秀新生🎯
期待你們在巨資學院展開屬於自己的精彩旅程！
💡別忘了關注【新生先修課程】👉 https://web-ch.scu.edu.tw/entrance/opinion/14565
📢 暑假免費開課，陪你暖身大學生活！
#東吳大學 #巨資學院 #資料科學系 #申請入學 #新生先修課程 #感謝有你"
242,"Photo by 東吳大學資料科學系 on June 14, 2025."
243,"🎯 志願序怎麼填？有人靜下心查分數、有人翻星座分析……
我們比較不一樣，直接拍了一部融合想像與真實的 AI 微電影！
🎬【AI微電影①】《光與數據之戰：魔龍降臨》
超過 70% 內容由 AI 協作生成，結合視覺特效與女戰士鬥魔龍的熱血劇情！
這不只是場打怪冒險，更讓你看到 AI 如何成為現實生活的一部分。
🚀 不會拍電影也沒關係，只要學會運用 AI，就能打造屬於自己的動畫作品。
在科技快速演進的時代裡，你不需要很厲害才開始——
但你需要開始，才會變得很厲害！
快來東吳巨資，開啟你的資料科學冒險！
👉 看完影片，放輕鬆～也許你會更了解自己該填什麼志願序
🗓 登記志願時間：114/6/5～6/6
▶️【立即觀賞】👉 https://youtu.be/60k7diUiQt4
#東吳大學 #巨資學院 #資料科學系 #AI #人工智慧 #AI微電影 #魔龍退散 #資科系打怪日常 #志願序怎麼填 #你未來的選擇"
244,"🎉🐻【東吳熊送粽子來囉-端午節快樂】✨
東吳大學申請入學第二階段指定項目甄試5/28榜示
📢 恭喜同學！
東吳熊手作祈福粽，
祝你「包中」夢想、金榜題名！🎊
還在猶豫志願怎麼填？
📌 把 東吳大學 資料科學系 放在第一志願吧！
一起探索AI × 資料科學的未來，
讓學習充滿熱情與可能～
📍選擇東吳資科，打造你的專屬AI未來！
#東吳大學 #巨資學院 #資料科學系 #端午節快樂
#包中金榜 #填東吳資科第一志願就對了 #東吳熊送粽來"
245,"🎓【巨資學院專屬｜我們的小畢典，一起珍藏這段美好時光 🐻】
畢業的喜悅，讓我們繼續在巨資學院延續。
真正屬於巨資人的時刻，緊接在學校畢典後登場！
👩‍🎓👨‍🎓 感謝大家早早填寫出席表單，這場小畢典——我們已為您準備好 💫
📍 巨資學院小畢典資訊
🗓 時間｜114/6/7(六)13:00
🏫地點｜哲生樓H303、H304
這天，我們不談未來、不說再見，
只想好好為您，留下最後的巨資回憶 🐻
到時見，我們都在哲生樓等您與家人的到來，一起珍藏這段美好時光。
#東吳大學 #巨資學院 #巨量資料管理學院畢業典禮 #SCUDataScience
#畢業倒數中 #哲生樓集合啦"
246,"Photo by 東吳大學資料科學系 on May 25, 2025."
247,"🎓【快要畢業了｜謝謝每一位陪我走過的人 💬🐻】
時間好像過得很快，不管這段學習旅程走了幾年，有些感謝，想說卻來不及。
👩‍🏫 謝謝老師的耐心指導，
👨‍👩‍👧‍👦 謝謝家人的默默支持，
👯‍♂️ 謝謝朋友的陪伴與鼓勵。
🎬 東吳熊🐻幫我們把心裡的話說出來💬
在畢業典禮倒數的時刻，把這份感謝傳出去，說給你心中最重要的那個人聽。💌
—
📅【113學年度東吳大學畢業典禮資訊】
114年6月7日(六)11:00-12:10 外國語文學院、理學院、巨量資料管理學院
地點：外雙溪校區綜合大樓 傳賢堂
更多資訊🔗 https://www.scu.edu.tw/regcurr/gr/113/
#東吳大學 #巨資學院 #畢業典禮
#東吳熊說心裡話
#謝謝老師謝謝家人謝謝朋友
#東吳大學畢業季"
248,"📚期末來了，畢業考悄悄登場，期末考也即將到來
但別擔心——你們這一路上的努力和成長，
早就為今天打下了穩穩的基礎！
是時候相信自己，
💪 用智慧和勇氣迎接最後一哩路！
不論是期末考還是畢業考，
你們都準備好了！
祝東吳巨資所有同學——
期末 ALL PASS、畢業考順利過關！
成績閃亮，未來發光！🌟🚀
你們一定可以的，加油！
#東吳大學 #巨資學院 #資料科學系 #考試allpass"
249,黃仁勳:台灣總部落腳北投士林 合作夥伴東吳大學入列 (中央社訊息服務20250519 14:33:36) 資料來源:https://reurl.cc/OYLlMg 人工智慧浪潮持續席捲全球，COMPUTEX 2025即將登場，NVIDIA創辦人暨執行長黃仁勳受邀擔任今年大會Keynote講者，針對AI與加速運算的最新突破發表演說。東吳大學與NVIDIA再度攜手，響應此次科技盛會，同步於5月19日在外雙溪校區普仁堂舉辦「COMPUTEX 2025 NVIDIA University Watch Party」，現場直播黃仁勳執行長的主題演講，活動開放報名後短短48小時450個名額一舉秒殺，展現本校師生對AI發展的高度關注。 東吳大學積極布局AI教育，成為NVIDIA的合作夥伴之一，並於今年正式由巨資學院成立「智慧創新AI學習中心」，引進NVIDIA最新GeForce RTX 50系列桌上型電腦，結合AI虛擬人、VR元宇宙等教學主題，發展跨域整合課程。未來將結合東吳在語言、人文、法商、理學等領域的優勢，推動AI應用能力、多媒體設計與跨域實作能力培養，打造具東吳特色的「AI智慧校園」。
250,"感謝每位考生與家長的到來與支持 💖
東吳資科，等你加入我們的行列！
#東吳大學 #巨資學院 #資料科學系 #申請入學 #甄試 #面試"
251,"HI 各位高中生與家長您好
東吳大學114學年度申請入學指定項目甄試即將在5月17、18日舉行，巨資學院資料科學系甄試場地在外雙溪校區哲生樓，當天在H303教室同時辦理家長座談，本系師生在現場來為家長介紹及意見交流，歡迎參加！
巨資小編提供考生與家長專屬懶人包，有交通資訊、場地位置圖，星期六、日的天氣請依氣象局資料為準，如天氣不佳，請攜帶雨具出門。
🔹本校停車位有限，建議當日請多搭乘大眾運輸交通工具，如需開車至外雙溪校區，請依保全或工作人員指示停放；如車位已滿，將引導至校外停放，如有不便，敬請見諒。
🔸請考生記得隨身攜帶具身分證字號及照片之證件正本備查。
🔹提醒您務必注意交通時間，建議提早出門，提早於報到時間前抵達會場報到，遲到10分鐘以上者，校系得視同放棄。
ARE YOU READY？我們星期六、星期日見！
#東吳大學 #巨資學院 #資料科學系 #申請入學 #甄試 #面試 #懶人包 #5月17日18日東吳巨資見"
252,"Photo by 東吳大學資料科學系 on May 15, 2025."
253,"📌114學年度大學申請入學第二階段指定項目甄試筆試試場及面試時間表公告➠　https://reurl.cc/9DQREa
🚪【快速任意門】
💁‍♀️考生請參閱指定項目甄試相關公告
➡️　https://www.scu.edu.tw/entrance/anounce/114/A/02-apply/interview/index.html#about
★東吳大學114學年度申請入學指定項目甄試通知單(資料科學系)
➡️　https://reurl.cc/7KWMY9
★114 學年度東吳大學申請入學補充規定
➡️　https://reurl.cc/VYq4e6
📅甄試日期：114年5月17、18日〔星期六、日〕，詳「面試時間表」➡️　https://reurl.cc/yRl6R8
🏫甄試地點：東吳大學外雙溪校區哲生樓3樓(臺北市士林區臨溪路70號)
備註：
⛧請隨身攜帶具身分證字號及照片之證件正本備查(身分證明文件不得以電子圖檔取代)。
⛧本系應試校區(外雙溪校區哲生樓3樓)，並請依本系指定項目甄試通知單規定時間及地點應試，避免損及應試權益。"
254,"💡【STEM人文跨域與AI應用競賽—114年Kebbi凱比機器人創新教案與應用競賽】
🔹凱比實務應用工作坊來囉~凱比機器人線上工作坊1：
114年6月26日(四)報名連結 https://reurl.cc/Dqmo7Q
🔹凱比機器人競賽相關資訊: https://reurl.cc/7KRMzy
🤩歡迎同學們踴躍報名
聯絡資訊:崔小姐 ✉️winnie17@scu.edu.tw ☎️02-28819471#5965
#東吳大學 #巨資學院 #教育部數位人文跨域人才智慧領航計畫 #Kebbi"
255,"Photo by 東吳大學資料科學系 on May 12, 2025."
256,💁‍♀️巨資小編分享記💬【AI生成魔法：高效提升創意與生產力 - ChatGPT × Leonardo × D-ID 工作坊熱騰騰回顧】🚀 114.5.10~5.11 由教資中心學生學習資源組舉辦兩天共12 小時的沉浸式 AI 工作坊完美落幕啦！🌈💻 即使外頭大雨傾盆，也澆不熄大家對 AI 的學習熱情🔥 這次由資料科學系仲崇嘉老師帶領，我們一起玩轉超多強大工具👇 ✨ Day 1： 🔹 ChatGPT 玩文字創意 🔹 Leonardo AI 設計精美圖像 🔹 Hailuo AI 圖片變影片，效果超驚艷 ✨ Day 2： 🔹 製作虛擬人物AI唇語同步的神奇影片，以及分享更多如何從腳本設計、文生圖、圖生視頻，最後每個人創作出獨一無二的作品. 🎬 從腳本→圖像→影片，每位學員都完成了專屬創作，超級有成就感！👏👏👏 現場學員超踴躍互動，小編感動到心裡！希望這兩天精實的工作坊對大家生活中有幫助 📩 想分享課程回饋、交流 AI 創作、或只是單純來打招呼（？） 都歡迎留言或私訊 #巨資小編，我們超樂意和你聊聊 💌 #東吳大學 #巨資學院 #資料科學系
257,"恭賀 🎉巨資學院資料科學系黃薇庭同學
獲得2025 10th International Conference on Marketing, Business and Trade (ICMBT 2024)「國際研討會最佳學生論文獎」👏👏👏
巨資學院全體師生同賀"
258,"Photo by 東吳大學資料科學系 on May 08, 2025."
259,📢東吳大學攜手輝達 引進NVIDIA GeForce RTX 50系列 打造「智慧創新AI學習中心」 📰資料來源：中央社 2025/4/30 🔗https://www.cna.com.tw/postwrite/chi/400455 東吳大學將透過校內巨量資料管理學院的專業資源，以及GeForce RTX 50系列桌上型電腦，在AI硬體及軟體領域的領先技術，開設相關的AI課程。 「智慧創新AI學習中心」將成為東吳大學推動AI技術應用的核心基地，並在巨資學院的主導下與相關協力廠商，包括愛迪斯科技、欣亞數位和微星科技等公司，展開AI虛擬人及元宇宙技術、跨領域專業應用、產學合作、智慧校園等四大面向運用，針對AI基礎、創意與設計、行銷與媒體、產學合作專題四大領域。開設超過10門特色課程，包含機器學習入門、雲端應用設計、資料視覺化與分析、AI虛擬人開發、生成式影音創作、多媒體設計與互動技術等多元課程，提供學生選修，培養學生具備AI應用能力、跨領域整合能力以及多媒體設計的專業技能，為未來在AI相關領域的發展鋪路。 #東吳大學 #巨資學院 #資料科學系
260,"Photo by 東吳大學資料科學系 on April 24, 2025."
261,"113學年度東吳大學系際盃棒球賽⚾️
巨資學院資料科學系加油！✨️"
262,"📌 2025預見東吳-資料科學系QA特輯③
🤔 資料科學系與其他相關科系的差異？
資料科學系與資訊工程、資訊管理有何不同呢?
資訊工程主要專注於研發設計、硬體相關技術及新演算法的軟體開發。
資訊管理則偏重於商業應用，關注如何運用資訊技術來提升企業管理效率。
而資料科學系則強調跨領域問題解決，專注於如何運用現有工具與計算方法進行分析，並協助企業解讀結果以解決實際問題。
🌟資料科學課程不僅包括資訊工程的程式設計基礎訓練，還融入了商業行銷應用、金融科技與社會科學等領域的分析應用，培養學生具備處理多元問題的能力，應對當前數據與人工智慧主導的全球趨勢。
📊 資料科學 ≠ 資工系 ≠ 統計系？ 許多人對這些科系的差異感到困惑！
🌟 不同科系的核心學習內容是什麼？
🌟 想進入資料科學領域，該選哪個科系？
🌟 未來的職涯發展有什麼不同？
📌2025預見東吳：溪城見面會
◎臺中場：4月19日－臺中金典酒店13樓金典廳
活動時間：13:40-17:00
#東吳大學 #巨資學院 #資料科學 #AI #人工智慧 #申請入學 #溪城見面會 #預見東吳"
263,"📣 活動預告｜預見東吳來到台中啦！🌟
📍時間：4/19（六）13:40~17:00
📍地點：台中金典酒店13F金典廳
中南部的高中生與家長們，我們來了！
想更認識東吳大學資料科學系？想知道學什麼、畢業能做什麼？還想聽聽老師現身說法、親自問問題？這場【預見東吳】不能錯過！
✅ 申請入學重點提醒
✅ 學系特色一次掌握
✅ 學生學習經驗分享
✅ 與資科系老師近距離面對面交流！
歡迎您帶著問題、帶著夢想來和我們聊聊！
📌 快把時間記下來，4/19(六) 台中見！
#東吳大學 #巨資學院 #資料科學系 #預見東吳 #申請入學 #面對面聊聊未來"
264,"🐻【東吳熊邀請函｜4/12預見東吳：溪城見面會-下午茶篇🎀】
嗨～我是東吳熊🐻✨
聽說你在準備申請大學？那你一定不能錯過這場超Chill的活動～
📅 4月12日（五）下午 來東吳大學喝下午茶！
我已經準備好甜點☕️🍪，還有資科系老師陪大家聊聊天！
不論你想問：
🤔「我適合讀資料科學系嗎？」
🤔「這個系跟AI有關嗎？」
🤔「大學四年在學什麼？」
都可以現場問！我們不只請你喝下午茶，還讓你收穫滿滿🎁✨
🧸【🎉 2025預見東吳：溪城見面會】
📍地點：東吳大學外雙溪校區
🗓 時間：4月12日（五）下午 13:00～16:30
📖 詳細活動資訊 👉 https://web-ch.scu.edu.tw/entrance/opinion/13735/27798
#東吳大學 #巨資學院 #資料科學系 #AI #人工智慧
#東吳熊系列
#申請入學 #溪城見面會 #預見東吳"
265,"📌 2025預見東吳-資料科學系QA特輯①
🎓 在高中階段可以準備的學習方法或方向？
想申請資料科學系，但不知道該如何準備？資料科學系老師與學長姐親自分享高中階段的學習方向，幫助你奠定扎實基礎！🚀
🌟 資料科學不只是數學好就夠了！ 學長姐會告訴你最有效的學習策略，讓你學習更輕鬆！📊✨
📝 也別忘了報名【2025預見東吳：溪城見面會】！
🎟 免費參加！（名額有限，額滿為止）
🔗 活動詳情 👉 https://web-ch.scu.edu.tw/entrance/opinion/13735/27798
📝 立即報名 👉 https://reurl.cc/QY65go
#東吳大學 #巨資學院 #資料科學 #AI #人工智慧 #申請入學 #溪城見面會 #預見東吳"
266,"🏀 東吳大學女子籃球隊稱霸UBA一般女子組，勇奪冠軍！ 🎉
在今日的UBA大專籃球聯賽中，東吳大學女子籃球隊以56:50的佳績擊敗對手！
她們憑藉堅定的信念、絕佳的團隊合作與不懈的努力，成功為校爭光，展現東吳精神！🏆🔥
同時，也恭喜 #巨資學院 #資料科學系 吳沂霈同學與林芊妤同學，在本場賽事中精彩表現，為球隊貢獻卓越的戰力！🎉🎊
感謝每一位球員的奮戰，感謝教練團的指導，感謝所有支持與陪伴的師生、校友、球迷們，這場勝利屬於每一位熱愛東吳的你們！！讓我們一起為這群最棒的冠軍喝采！👏👏👏
「挺東吳！Team東吳！」
#東吳女籃奪冠
#UBA一般女子組冠軍
#東吳大學女子籃球隊
#挺東吳TEAM東吳
#UBA冠軍之路"
267,"🎯 申請入學開跑！掌握AI時代新機會 🚀
📢 3/20 - 3/21 申請入學開放報名！
想在AI時代掌握數據的力量，成為科技與決策的關鍵推手？📊🤖 東吳大學 巨量資料管理學院 資料科學系 讓你擁有跨領域優勢，開創無限可能！
🔍 課程特色
💡 機器學習 & 人工智慧(AI) – 打造智慧應用，解決真實問題
🌐 物聯網 & 數理統計 – 分析數據，預測市場趨勢
💰 金融科技 & 商業應用 – 結合科技與商業，提升決策力
🧠 社會心理學 – 解析行為模式，強化資料洞察力
本系不僅強調跨域應用與理論學習，更導入業界專家師資，結合理論與實作，讓學生具備最強的職場競爭力！📈🔥
📅 申請入學時程
🔹 3/20 - 3/21 📌 申請入學報名
🔹 3/27 📌 第1階段結果公告
🔹 4/21 - 5/6 📌 第2階段甄試報名 & 繳交審查資料
🚀 立即準備申請，成為數據時代的領航者！
#東吳大學 #巨資學院 #資料科學系 #AI #人工智慧 #數據分析 #機器學習 #金融科技 #申請入學 #招生中"
268,"Photo by 東吳大學資料科學系 on March 19, 2025."
269,"✨ 114學年度大學繁星推薦入學錄取名單公告啦！✨
恭喜成功摘星的你 🌟 即將加入 東吳大學巨量資料管理學院 資料科學系！🎉🎉
今年我們滿招13位優秀新生，全數滿招，期待與你們一起探索資料科學與人工智慧的無限可能！
📢 📜榜單查詢 👇
https://reurl.cc/M3vymX
💡新生先修課程通知
本校擬於 114年6月-8月暑假期間 辦理【新生先修大學課程】（免費）
🔗https://web-ch.scu.edu.tw/entrance/opinion/14565
詳細資訊請至 👉 新生先修課程專區 查詢。
這段旅程才剛剛開始，未來讓我們攜手並進，一起創造屬於你的 美好大學時光！💙
📢 錄取生請密切關注後續通知，期待與你相見！
#東吳大學 #巨資學院 #資科科學系 #繁星放榜 #新生先修課程"
270,"Photo by 東吳大學資料科學系 on March 18, 2025."
271,"🎉 東吳125 再創新東吳！ 🎉
🎓 東吳精神，與時俱進！ 不論是百年校門的歷史風華，還是今日校園裡的青春活力，我們都在傳承中創新，在學習中超越。
#東吳大學 #巨資學院 #資料科學系 #東吳熊吃播Show系列
#東吳125再創新東吳"
272,"🎉 114學年度資料科學系【碩士在職專班】錄取名單公告 🎉
親愛的準碩士生們：
恭喜您！🎊 您的專業背景與學習熱忱獲得肯定，成功錄取東吳大學資料科學系碩士在職專班！這代表您即將站上更高的學習起點，拓展專業視野，為未來職涯增添嶄新契機。🚀
在這個大數據與人工智慧驅動的時代，掌握資料科學的專業能力，將使您在職場上擁有更強競爭力。我們的課程貼近產業趨勢、強調實務應用與前瞻技術，幫助您在繁忙的工作之餘，仍能高效提升專業知識，開創更卓越的職涯發展！
📌 報到資訊
請務必於指定時間內完成報到手續，確保您的學籍資格。期待在開學日與您相見，一同踏上這趟資料科學與人工智慧的學習旅程！✨
🔗 詳細錄取名單與報到方式請見東吳大學招生資訊網公告
https://reurl.cc/vQ3gGk
再次恭喜您，我們東吳大學見！
#東吳大學 #巨資學院 #資料科學系 #碩士在職專班錄取名單 #報到"
273,"Photo by 東吳大學資料科學系 on March 12, 2025."
274,"✨🚀114學年度 資料科學系【碩士班】錄取名單公告✨
恭喜錄取東吳大學資料科學系碩士班的同學們！在這個數據為王的時代，資料科學不僅是趨勢，更是改變世界的關鍵技術。我們的碩士課程將帶您深入探索機器學習、大數據分析、人工智慧與跨領域應用，幫助您培養扎實的理論基礎與研究能力，為未來的學術發展與職涯鋪路。
📌 報到資訊
請正取生務必於指定時間內完成報到手續，以確保您的入學資格。4/17(四)15:00起將公告正取生報到後缺額。
🔗 詳細錄取名單與正、備取生報到方式請見東吳大學招生資訊網公告　https://reurl.cc/j9M1Mm
再次恭喜您，期待與您在東吳大學相遇
＃東吳大學 #巨資學院 #資料科學系 #碩士班考試錄取名單 #報到"
275,"親愛的高中生及家長，選擇未來，掌握先機！
想了解 東吳大學資料科學系 的學習特色、多元師資及入學資訊嗎？
在互動座談會中，我們將介紹 學習歷程檔案準備指引，幫助您做好萬全準備！
🔔活動資訊
🗓日期：114 年 03 月 15 日（六）
🗓時間：上午 09:30 – 11:00 形式：線上座談
🔔報名資訊
🗓報名截止：114 年 03 月 14 日（五）中午 12:00截止
📍立即報名，讓我們在座談會上為你解答疑問！
📎報名連結：https://forms.gle/YF1n8hKjnAM64b7t7
📢114年3月15日線上座談連結
https://reurl.cc/V0ydZn
會議識別碼: 429 747 288 469
密碼: Xf9nM6Fs
#東吳大學 #巨資學院 #資料科學系 #申請入學"
276,"Photo by 東吳大學資料科學系 on March 11, 2025."
277,"巨資小編看到 #東吳大學 最近推出了 #東吳限定版乖乖
做個🎬【東吳熊熊吃播Show】🎥，為大家吃吃看！
乖乖是五香口味，懷念的好滋味😘
看校友服務暨資源拓展中心的粉專介紹，想要送禮，或是鎮壓電器都送人自用兩相宜喔！
（小編自己是上班時想放自己頭上，看運作起來會不會很順利，不要當機，這時候很希望有乖乖髮箍的出現😂）
詳細內容請洽校友服務暨資源拓展中心
https://www.facebook.com/share/p/14kkkGdG6L/
#巨資學院 #資料科學系 #ai
東吳大學校友服務暨資源拓展中心"
278,【AI夢幻MV震撼登場】東吳巨資 AI領航— AI生成K-pop風格MV首播！— 追逐光明，邁出你的First step！ #ai #東吳大學 #ai音樂生成 #aimv #ai音樂生成
279,"✨【AI夢幻MV震撼登場！】東吳巨資 AI領航！ 🚀 在3月1、2日的大學博覽會結束後，AI生成K-pop風格MV＜First step＞首播！ 🎶
🔍 你是否曾迷惘未來的方向？
📊 你想用資料科學與AI改變世界嗎？
🎓 東吳大學巨量資料管理學院・資料科學系 給你最強AI x 大數據技能，讓你在人生舞台上閃耀！
✨ 你不需要很厲害才開始，但是你需要開始，才會很厲害！
🔥 東吳大學巨量資料管理學院 特別推出AI創作的 K-pop風格MV，70%由AI工具生成，結合線上設計平台製作，另外30%由巨資學院團隊創作。
📢 這不只是一支MV，這是一場科技與創意的交融！ 點擊觀看👉 https://youtu.be/pB9AZZm24Jc 你想透過AI與資料科學，突破自我、成長蛻變嗎？讓我們一起踏出 「第一步」，邁向未來的無限可能！
（本影片採用人工智慧技術生成人物、語音、音樂與舞蹈等，內容為模擬展示，僅供參考）
#東吳大學 #巨量資料管理學院 #資料科學系 #AI創作 #勇敢踏出第一步 #人工智慧 #繁星 #申請入學 #招生"
280,"🎯【114學年度 東吳大學巨資學院 🎙️資科系大哉問 - 線上QA互動座談】
親愛的高中生與家長您好
📚 在互動座談會中，我們將介紹 學習歷程檔案準備指引，幫助您做好萬全準備！💡 🎙️ 這場線上座談，將帶您深入認識資料科學系，讓您對未來的學習方向更加明確！
📅 活動資訊
🔹 日期：114 年 03 月 15 日（六）
🔹 時間：上午 09:30 - 11:00
🔹 形式：線上座談（報名時間截止後將另發送連結）
🔹 報名截止：114 年 03 月 14 日（五）中午 12:00截止
💡 立即報名，報名連結：https://forms.gle/YF1n8hKjnAM64b7t7 ✅ 無論您是對資料科學充滿興趣，還是正在考慮申請，這場座談都將為您提供寶貴資訊。
📢 機會難得，錯過等明年！ 💪
💙 我們在座談會等你，讓我們一起開啟資料科學的精彩未來！ 🚀
#東吳大學 #巨資學院 #資料科學系 #申請入學 #面試 #資料審查 #學習歷程檔案 #人工智慧 #AI #跨領域 #大數據 #生成式AI #資料科學 #大型語言模型"
281,"Photo by 東吳大學資料科學系 on February 23, 2025."
282,"💥東吳大學114學年度申請入學準備指引暨相關資訊公告
請見東吳大學招生資訊網 https://reurl.cc/zpd620
本校114學年度申請入學各學系「審查資料準備指引」及「面試準備指引及筆面試進行模式」➡️已公告於申請入學準備指引專區
https://sites.google.com/gm.scu.edu.tw/entrance/​
《本項指引為引導式說明，歡迎參考；但若您已有預定撰寫方式，請自由發揮》
#東吳大學 #申請入學 #資料審查 #面試"
283,"🧧 2025 新春快樂，智創未來！ 🧧🌸春暖花開，迎來嶄新的新春！🌸
東吳大學巨資學院資料科學系向全體師生、校友、家長、合作夥伴們致以最誠摯的問候與祝福！🎇
✨在這充滿生機與智慧的年份，我們將繼續專注於大數據分析、人工智慧、大型語言模型的發展，打造更多創新應用，推動資料科學邁向更高峰！📈
🌟 新春象徵著嶄新的開始，我們將以此精神持續努力，攜手共創輝煌！
🧧願您在新的一年裡，事事順心、家庭幸福，學業與事業蒸蒸日上！💡"
284,"Photo by 東吳大學資料科學系 on January 28, 2025."
285,"恭賀 🎉巨資學院資料科學系林依婷、江欣湉、林琬暄、張藝馨、蔡佳芯、陳妍蓁、鄭博仁、王意琇、黃宇晨、蔡加恩等10位同學 榮獲法國巴黎人壽第二屆校園黑客松創意競賽「冠軍」、「佳作」獎
巨資學院全體師生同賀
更多詳情：
2025.01.16 15:53 工商時報
https://www.ctee.com.tw/news/20250116701563-430305
#東吳大學 #巨資學院 #資料科學系 #黑客松 #競賽"
